,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,shipment_mode,sub_classification,vendor,brand,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,freight_cost_(usd),line_item_insurance_(usd),days_to_process
2634,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,16000,155520.0,9.72,0.32,"Aurobindo Unit III, India",Yes,0.0,304.82,-74.0
2635,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,3231,28303.56,8.76,0.15,"Aurobindo Unit III, India",No,3526.69,55.47,-74.0
2636,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,11.4,0.19,"Aurobindo Unit III, India",Yes,11492.86,619.2275,-74.0
2637,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,28624,267634.4,9.35,0.16,"Aurobindo Unit III, India",Yes,7608.7,524.56,-33.0
2638,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,30,8000,16000.0,2.0,0.07,"Cipla, Goa, India",Yes,2947.59,31.36,-213.0
2639,SO,DN,111,From RDC,N/A - From RDC,Truck,HIV+,SCMS from RDC,other,20,1067,34144.0,32.0,1.09875,other,Yes,3616.67,54.63,-223.5
2640,SO,DN,1046,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,10000,30400.0,3.04,0.05,other,Yes,0.0,59.58,-73.0
2641,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Pediatric,SCMS from RDC,Generic,90,1132,17274.32,15.26,0.17,"Aurobindo Unit III, India",No,3526.69,33.86,-24.0
2642,SO,DN,535,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,7.4,0.12,"Cipla, Goa, India",No,3526.69,619.2275,-35.0
2643,SO,DN,608,From RDC,N/A - From RDC,Truck,Adult,SCMS from RDC,Generic,60,41900,407198.31250000006,7.2,0.12,"Strides, Bangalore, India.",Yes,10211.52,619.2275,2.0
2644,SO,DN,512,From RDC,N/A - From RDC,Truck,Pediatric,SCMS from RDC,Generic,180,1977,31928.55,16.15,0.07,"Aurobindo Unit III, India",No,3526.69,62.58,-21.0
2645,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,248,793.6,3.2,0.05,"Aurobindo Unit III, India",Yes,1547.94,1.56,-32.0
2646,SO,DN,1161,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,1067,3414.4,3.2,0.05,Hetero Unit III Hyderabad IN,Yes,1981.1,6.69,-32.0
2647,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,35000,327250.0,9.35,0.16,"Aurobindo Unit III, India",Yes,15128.37,619.2275,-24.0
2649,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,30,2178,23522.4,10.8,0.36,"Aurobindo Unit III, India",No,3526.69,46.1,15.0
2650,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Pediatric,SCMS from RDC,Generic,180,806,1531.4,1.9,0.01,"Aurobindo Unit III, India",No,3526.69,3.0,15.0
2651,SO,DN,754,From RDC,N/A - From RDC,Air,Adult,SCMS from RDC,Generic,60,3895,27732.4,7.12,0.12,"Strides, Bangalore, India.",Yes,2798.7,54.36,0.0
2652,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,other,180,400,20000.0,50.0,0.28,other,Yes,7329.83,39.2,15.0
2653,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,Generic,60,3190,36366.0,11.4,0.19,"Aurobindo Unit III, India",Yes,7329.83,71.28,15.0
2654,SO,DN,1161,From RDC,N/A - From RDC,Air Charter,Adult,SCMS from RDC,other,180,400,20000.0,50.0,0.28,other,No,3526.69,39.2,15.0
2681,SCMS,ASN,111,Direct Drop,EXW,Air,HIV+,other,other,100,1,80.0,53.775000000000006,0.8,other,Yes,10083.69,0.17,93.0
2682,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,11092,74871.0,6.75,0.11,Mylan (formerly Matrix) Nashik,Yes,1869.41,92.62,251.0
2683,SCMS,ASN,650,Direct Drop,EXW,Air,HIV+,other,other,100,6280,407198.31250000006,53.775000000000006,0.8,other,Yes,17636.265,516.47,268.0
2684,SCMS,ASN,639,Direct Drop,EXW,Air,Pediatric,other,Generic,60,298,685.4,2.3,0.04,"Cipla, Goa, India",Yes,304.62,0.96,158.0
2685,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,100,90,8010.0,53.775000000000006,0.89,other,Yes,1434.98,9.91,175.0
2686,SCMS,ASN,608,Direct Drop,FCA,Air,Adult,other,other,60,400,2740.0,6.85,0.11,other,Yes,642.99,3.22,169.0
2687,SCMS,ASN,98,Direct Drop,EXW,Air,HIV+,other,other,100,1468,117440.0,53.775000000000006,0.8,other,Yes,12922.07,145.27,110.0
2688,SCMS,ASN,98,Direct Drop,EXW,Air,HIV+,other,other,30,305,7777.5,25.5,0.85,other,Yes,836.8,10.9,105.0
2689,SCMS,ASN,639,Direct Drop,EXW,Air,HIV+,other,Generic,30,3,49.5,16.5,0.55,other,Yes,969.55,0.07,82.0
2690,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,5300,18550.0,3.5,0.12,Hetero Unit III Hyderabad IN,Yes,5616.02,19.07,181.0
2691,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Pediatric,other,Generic,30,41900,133633.92,2.44,0.08,"Aurobindo Unit III, India",Yes,10923.46,220.5,231.0
2692,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,25,1246.3,49.85,0.83,"Aurobindo Unit III, India",Yes,0.0,1.28,243.0
2693,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,3,206.97,53.775000000000006,1.09875,"Aurobindo Unit III, India",Yes,0.0,0.21,295.0
2694,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,11500,132135.0,11.49,0.38,Mylan (formerly Matrix) Nashik,Yes,2021.05,163.45,159.0
2695,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,16000,56800.0,3.55,0.12,Hetero Unit III Hyderabad IN,Yes,3138.25,58.39,176.0
2696,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,13,438.41,33.72,1.09875,"Aurobindo Unit III, India",Yes,0.0,0.54,412.0
2697,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,2744,244216.0,53.775000000000006,0.89,other,Yes,17636.265,342.39,97.0
2698,SCMS,ASN,52,Direct Drop,DDP,Air,Pediatric,other,other,160,4570,148250.8,32.44,0.2,other,Yes,0.0,152.4,-126.0
2699,SCMS,ASN,608,Direct Drop,EXW,Air,HIV+,other,other,100,1,77.7,53.775000000000006,0.78,other,Yes,0.0,0.13,118.0
2700,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,Generic,30,41900,265615.59,4.67,0.16,"Aurobindo Unit III, India",Yes,5886.9,572.67,159.0
2701,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,100,3500,245000.0,53.775000000000006,0.7,other,Yes,12858.12,480.2,88.0
2702,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,14,389.56,27.83,0.46,"Aurobindo Unit III, India",Yes,0.0,0.48,412.0
2703,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,17760,177600.0,10.0,0.33,Hetero Unit III Hyderabad IN,Yes,3816.3,209.04,167.0
2704,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,1680,13860.0,8.25,0.28,Mylan (formerly Matrix) Nashik,Yes,791.43,27.17,75.0
2705,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,30,41900,407198.31250000006,8.75,0.29,Mylan (formerly Matrix) Nashik,Yes,4781.8,619.2275,60.0
2706,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,100,2000,160000.0,53.775000000000006,0.8,other,Yes,17636.265,224.32,112.0
2707,SCMS,ASN,14,Direct Drop,EXW,Ocean,Adult,other,Generic,30,41900,407198.31250000006,11.49,0.38,Mylan (formerly Matrix) Nashik,Yes,17636.265,619.2275,247.0
2708,SCMS,ASN,608,Direct Drop,CIP,Air,Adult,other,other,84,520,5366.4,10.32,0.12,other,Yes,0.0,10.52,198.0
2709,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,132,1823.8,13.82,0.46,Mylan (formerly Matrix) Nashik,Yes,0.0,1.87,137.0
2710,SCMS,ASN,639,Direct Drop,EXW,Ocean,Adult,other,Generic,30,25000,256000.0,10.24,0.34,Mylan (formerly Matrix) Nashik,Yes,7658.27,263.17,175.0
2711,SCMS,ASN,1046,Direct Drop,FCA,Air,Pediatric,other,other,180,500,15410.0,30.82,0.1,other,Yes,6523.85,15.84,157.0
2712,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,20,77,2464.0,32.0,1.09875,other,Yes,8021.11,2.53,101.0
2713,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,13000,105300.0,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,2504.64,108.25,211.0
2714,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,139,1566.38,11.27,0.38,"Aurobindo Unit III, India",Yes,0.0,1.61,179.0
2715,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,20,18,576.0,32.0,1.09875,other,Yes,1692.35,0.59,216.0
2716,SCMS,ASN,35,Direct Drop,EXW,Air,HIV+,other,other,100,377,30160.0,53.775000000000006,0.8,other,Yes,4504.46,49.76,99.0
2717,SCMS,ASN,754,Direct Drop,DDP,Air,Adult,other,other,120,121,9075.0,53.775000000000006,0.62,other,Yes,199.0,12.72,67.0
2718,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,100,143,11440.0,53.775000000000006,0.8,other,Yes,0.0,13.46,141.0
2719,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,21504,139776.0,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,4191.83,273.96,97.0
2720,SCMS,ASN,52,Direct Drop,EXW,Air,HIV+,other,other,1,448,403.2,0.9,0.9,other,Yes,844.36,0.67,98.0
2721,SCMS,ASN,608,Direct Drop,EXW,Air,Adult,other,Generic,60,35136,284952.96,8.11,0.14,Hetero Unit III Hyderabad IN,Yes,17636.265,292.93,147.0
2722,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,20,32,1024.0,32.0,1.09875,other,Yes,2734.02,1.05,96.0
2723,SCMS,ASN,639,Direct Drop,EXW,Ocean,Pediatric,other,Generic,180,1832,3847.2,2.1,0.01,"Aurobindo Unit III, India",Yes,7117.39,4.76,207.0
2724,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,20,350,9450.0,27.0,1.09875,other,Yes,1437.4,18.52,84.0
2725,SCMS,ASN,688,Direct Drop,FCA,Air,Adult,other,other,30,174,4047.24,23.26,0.78,other,Yes,583.66,5.67,175.0
2726,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,4000,14200.0,3.55,0.12,Hetero Unit III Hyderabad IN,Yes,0.0,14.6,161.0
2727,SCMS,ASN,1161,Direct Drop,EXW,Air,Adult,other,Generic,30,4560,82080.0,18.0,0.6,other,Yes,0.0,84.38,362.0
2728,SCMS,ASN,535,Direct Drop,EXW,Air,Adult,other,Generic,30,32670,151915.5,4.65,0.16,other,Yes,17636.265,156.17,76.0
2729,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,30,41900,407198.31250000006,10.95,0.36,Mylan (formerly Matrix) Nashik,Yes,17636.265,619.2275,274.0
2730,SCMS,ASN,333,Direct Drop,EXW,Air,Pediatric,other,Generic,30,940,1175.0,1.25,0.04,"Aurobindo Unit III, India",Yes,2516.57,1.21,159.0
2731,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,other,60,33,1671.87,50.66,0.84,other,Yes,0.0,1.72,316.0
2732,SCMS,ASN,98,Direct Drop,EXW,Air,HIV+,other,other,30,595,16422.0,27.6,0.92,other,Yes,865.67,19.33,124.0
2733,SCMS,ASN,639,Direct Drop,EXW,Air,Adult,other,Generic,30,14448,46667.04,3.23,0.11,other,Yes,13257.25,57.73,188.0
2734,SCMS,ASN,754,Direct Drop,CIP,Air,Adult,other,other,120,108,3888.0,36.0,0.3,other,Yes,265.0,4.81,188.0
2735,SCMS,ASN,111,Direct Drop,EXW,Air,HIV+,other,other,100,8298,407198.31250000006,53.775000000000006,0.89,other,Yes,16090.59,619.2275,104.0
2736,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,Generic,90,16,272.7,17.04,0.19,"Aurobindo Unit III, India",Yes,0.0,0.28,78.0
2737,SCMS,ASN,75,Direct Drop,EXW,Air,HIV+,other,other,100,120,8658.0,53.775000000000006,0.72,other,Yes,1090.87,10.71,84.0
2738,SCMS,ASN,512,Direct Drop,EXW,Air,Pediatric,other,Generic,30,5925,9243.0,1.56,0.05,"Aurobindo Unit III, India",Yes,3245.39,11.43,250.0
2739,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,9800,63602.0,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,3708.72,65.38,210.0
2740,SCMS,ASN,75,Direct Drop,EXW,Air,HIV+,other,other,100,1000,350000.0,53.775000000000006,1.09875,other,Yes,17636.265,432.95,309.0
2741,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,Generic,30,19992,156337.44,7.82,0.26,"Cipla, Goa, India",Yes,3646.1,337.06,313.0
2742,SCMS,ASN,650,Direct Drop,EXW,Air,Pediatric,other,Generic,60,10000,19900.0,1.99,0.03,other,Yes,4316.34,20.46,203.0
2743,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,20,35,1120.0,32.0,1.09875,other,Yes,4124.74,1.39,92.0
2744,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,9095,62300.75,6.85,0.11,Hetero Unit III Hyderabad IN,Yes,8163.83,77.07,153.0
2745,SCMS,ASN,639,Direct Drop,EXW,Air,HIV+,other,other,1,300,7350.0,24.5,1.09875,other,Yes,2581.83,9.09,74.0
2746,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,7600,15808.0,2.08,0.03,other,Yes,2800.95,16.25,214.0
2747,SCMS,ASN,639,Direct Drop,EXW,Air,Adult,other,Generic,60,41900,334095.84,6.61,0.11,other,Yes,17636.265,343.45,142.0
2748,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,Generic,90,100,3297.8,32.98,0.37,"Aurobindo Unit III, India",Yes,0.0,6.46,11.0
2749,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,3528,27342.0,7.75,0.26,"Aurobindo Unit III, India",Yes,3538.57,58.95,56.0
2750,SCMS,ASN,512,Direct Drop,EXW,Air,HIV+,other,other,100,2915,0.0,0.0,0.0,other,Yes,17636.265,0.0,140.0
2751,SCMS,ASN,98,Direct Drop,EXW,Air,HIV+,other,other,100,3484,278720.0,53.775000000000006,0.8,other,Yes,17636.265,286.52,81.0
2752,SCMS,ASN,512,Direct Drop,EXW,Air,HIV+,other,other,25,10000,200000.0,20.0,0.8,other,Yes,17636.265,330.0,127.0
2753,SCMS,ASN,650,Direct Drop,EXW,Air,HIV+,other,other,20,9500,304000.0,32.0,1.09875,other,Yes,17636.265,312.51,122.0
2754,SCMS,ASN,13,Direct Drop,EXW,Air,Adult,other,Generic,30,1244,17540.4,14.1,0.47,Mylan (formerly Matrix) Nashik,Yes,5864.56,28.94,57.0
2755,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,59,1653.14,28.02,0.47,"Cipla, Goa, India",Yes,0.0,1.7,60.0
2756,SCMS,ASN,1046,Direct Drop,EXW,Air,Adult,other,Generic,60,4000,112000.0,28.0,0.47,Mylan (formerly Matrix) Nashik,Yes,5300.24,184.8,94.0
2757,SCMS,ASN,429,Direct Drop,FCA,Air,Pediatric,other,other,180,400,12328.0,30.82,0.1,other,Yes,7152.99,15.25,103.0
2758,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,100,70,6230.0,53.775000000000006,0.89,other,Yes,0.0,7.33,158.0
2759,SCMS,ASN,608,Direct Drop,EXW,Air,Adult,other,Generic,30,800,6064.0,7.58,0.25,"Aurobindo Unit III, India",Yes,979.14,6.23,238.0
2760,SCMS,ASN,754,Direct Drop,EXW,Air,Pediatric,other,Generic,60,7445,16676.8,2.24,0.04,"Cipla, Goa, India",Yes,3868.24,17.14,149.0
2761,SCMS,ASN,688,Direct Drop,EXW,Air,Pediatric,other,Generic,180,263,486.55,1.85,0.01,"Aurobindo Unit III, India",Yes,5970.85,0.6,115.0
2762,SCMS,ASN,207,Direct Drop,EXW,Air,Adult,other,Generic,60,41900,133280.0,2.38,0.04,"Aurobindo Unit III, India",Yes,10612.93,287.35,58.0
2763,SCMS,ASN,512,Direct Drop,EXW,Air,Adult,other,Generic,30,41900,343352.4,3.4,0.11,Hetero Unit III Hyderabad IN,Yes,17636.265,481.38,98.0
2764,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,20,1900,55100.0,29.0,1.09875,other,Yes,8263.16,68.16,223.0
2765,SCMS,ASN,512,Direct Drop,EXW,Air,HIV+,other,other,100,100,8000.0,53.775000000000006,0.8,other,Yes,1176.54,8.22,138.0
2766,SCMS,ASN,688,Direct Drop,FCA,Air,Adult,other,other,120,3812,231845.84,53.775000000000006,0.51,other,Yes,3216.15,325.05,174.0
2767,SCMS,ASN,52,Direct Drop,EXW,Air,HIV+,other,other,100,112,8400.0,53.775000000000006,0.75,other,No,3526.69,13.86,98.0
2768,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,30,3528,22932.0,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,1162.52,44.95,95.0
2769,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,2044,181916.0,53.775000000000006,0.89,other,Yes,17636.265,300.16,90.0
2770,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,9,620.91,53.775000000000006,1.09875,"Aurobindo Unit III, India",Yes,0.0,0.64,156.0
2771,SCMS,ASN,512,Direct Drop,EXW,Air,Pediatric,other,Generic,30,20867,32552.52,1.56,0.05,"Aurobindo Unit III, India",Yes,8403.67,40.27,170.0
2772,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,60,41900,407198.31250000006,2.87,0.05,"Strides, Bangalore, India.",Yes,10511.33,619.2275,176.0
2773,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,60,41900,407198.31250000006,2.79,0.05,"Cipla, Goa, India",Yes,17636.265,619.2275,195.0
2774,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,180,1245,48555.0,39.0,0.05,other,Yes,5810.56,104.68,214.0
2775,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,other,60,24,2031.3,53.775000000000006,1.09875,other,Yes,0.0,2.09,189.0
2776,SCMS,ASN,429,Direct Drop,FCA,Air,Adult,other,other,180,109,17410.04,53.775000000000006,0.59,other,Yes,2205.25,28.73,260.0
2777,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,other,30,100,4669.76,46.7,1.09875,other,Yes,0.0,10.07,12.0
2778,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,other,180,3,51.42,17.14,0.06,other,Yes,0.0,0.05,306.0
2779,SCMS,ASN,1406,Direct Drop,DDP,Air,Pediatric,other,other,180,28000,280560.0,10.02,0.04,other,Yes,0.0,604.89,162.0
2780,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,30,5745,25909.95,4.51,0.15,"Aurobindo Unit III, India",Yes,4232.71,42.75,214.0
2781,SCMS,ASN,535,Direct Drop,EXW,Air,HIV+,other,other,100,2730,218400.0,53.775000000000006,0.8,other,Yes,17636.265,360.36,154.0
2782,SCMS,ASN,1406,Direct Drop,DDP,Air,Pediatric,other,Generic,180,6395,19185.0,3.0,0.01,"Aurobindo Unit III, India",Yes,0.0,41.36,351.0
2783,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,60,7,126.22,18.03,0.3,"Aurobindo Unit III, India",No,0.0,0.13,179.0
2784,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,100,2744,244216.0,53.775000000000006,0.89,other,Yes,17636.265,342.39,133.0
2785,SCMS,ASN,639,Direct Drop,EXW,Ocean,Pediatric,other,Generic,90,3680,20240.0,5.5,0.06,"Aurobindo Unit III, India",Yes,8768.76,25.04,189.0
2786,SCMS,ASN,639,Direct Drop,EXW,Ocean,Adult,other,Generic,30,41900,231258.24,3.24,0.11,other,Yes,7558.01,286.07,189.0
2787,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,other,120,48,1236.47,25.76,0.21,other,No,0.0,1.53,412.0
2788,SCMS,ASN,650,Direct Drop,FCA,Air,Pediatric,other,other,180,2265,69807.3,30.82,0.1,other,Yes,14603.71,71.76,260.0
2789,SCMS,ASN,639,Direct Drop,EXW,Air,HIV+,other,other,100,1000,97680.0,53.775000000000006,0.98,other,Yes,2486.62,210.6,110.0
2790,SCMS,ASN,1046,Direct Drop,CIP,Air,Pediatric,other,other,60,6000,57000.0,9.5,0.16,other,Yes,1742.12,122.89,51.0
2791,SCMS,ASN,639,Direct Drop,EXW,Air,Adult,other,Generic,30,29908,89125.84,2.98,0.1,other,Yes,14650.41,91.62,181.0
2792,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,60,41900,407198.31250000006,7.33,0.12,"Aurobindo Unit III, India",Yes,7334.83,619.2275,185.0
2793,SCMS,ASN,1046,Direct Drop,EXW,Air,HIV+,other,other,100,3200,256000.0,53.775000000000006,0.8,other,Yes,17636.265,316.67,112.0
2794,SCMS,ASN,429,Direct Drop,EXW,Air,Pediatric,other,Generic,180,9720,14677.2,1.51,0.01,"Aurobindo Unit III, India",Yes,0.0,15.09,99.0
2795,SCMS,ASN,429,Direct Drop,EXW,Air,HIV+,other,other,1,4068,99666.0,24.5,1.09875,other,Yes,17636.265,102.46,47.0
2796,SCMS,ASN,30,Direct Drop,EXW,Air,HIV+,other,other,100,2132,170560.0,53.775000000000006,0.8,other,Yes,14959.84,239.13,185.0
2797,SCMS,ASN,333,Direct Drop,FCA,Air,Pediatric,other,other,180,60,1849.2,30.82,0.1,other,Yes,2570.86,2.29,130.0
2798,SCMS,ASN,688,Direct Drop,EXW,Air,Pediatric,other,Generic,60,1769,3714.9,2.1,0.04,Mylan (formerly Matrix) Nashik,Yes,7308.37,4.6,149.0
2799,SCMS,ASN,1406,Direct Drop,DDP,Air,Pediatric,other,other,180,26000,392080.0,15.08,0.06,other,Yes,7707.42,619.2275,126.0
2800,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,9,342.83,38.09,1.09875,Mylan (formerly Matrix) Nashik,Yes,0.0,0.4,142.0
2801,SCMS,ASN,429,Direct Drop,FCA,Air,Pediatric,other,other,60,1080,43869.6,40.62,0.68,other,Yes,1028.1,45.1,215.0
2802,SCMS,ASN,512,Direct Drop,EXW,Air,Adult,other,Generic,30,9000,179100.0,19.9,0.66,Mylan (formerly Matrix) Nashik,Yes,5834.1,386.14,65.0
2803,SCMS,ASN,754,Direct Drop,CIP,Air,Adult,other,other,180,75,3750.0,50.0,0.28,other,Yes,435.0,7.35,99.0
2804,SCMS,ASN,639,Direct Drop,CIP,Air,Pediatric,other,other,180,192,2417.28,12.59,0.06,other,Yes,0.0,5.21,93.0
2805,SCMS,ASN,164,Direct Drop,EXW,Air,HIV+,other,other,100,337,29993.0,53.775000000000006,0.89,other,Yes,4978.09,42.05,150.0
2806,SCMS,ASN,1406,Direct Drop,DDP,Truck,Pediatric,other,other,180,599,11964.63,19.97,0.08,other,Yes,0.0,23.45,90.0
2807,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,20,8018,256576.0,32.0,1.09875,other,Yes,17636.265,359.72,175.0
2808,SCMS,ASN,429,Direct Drop,CIP,Air,Adult,other,Generic,30,9653,168734.44,17.48,0.58,Mylan (formerly Matrix) Nashik,Yes,0.0,363.79,121.0
2809,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,60,2452,17899.6,7.3,0.12,"Aurobindo Unit III, India",Yes,17636.265,29.53,158.0
2810,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,6,71.03,11.84,0.39,"Aurobindo Unit III, India",Yes,0.0,0.07,347.0
2811,SCMS,ASN,237,Direct Drop,EXW,Air,HIV+,other,other,20,2769,88608.0,32.0,1.09875,other,Yes,8969.97,124.23,82.0
2812,SCMS,ASN,333,Direct Drop,EXW,Air,HIV+,other,other,20,34,1088.0,32.0,1.09875,other,Yes,3196.31,1.12,146.0
2813,SCMS,ASN,650,Direct Drop,EXW,Air,HIV+,other,other,100,6000,407198.31250000006,53.775000000000006,0.8,other,Yes,17636.265,593.76,132.0
2814,SCMS,ASN,1406,Direct Drop,DDP,Air,Adult,other,Generic,30,11510,53751.7,4.67,0.16,"Aurobindo Unit III, India",Yes,4263.07,115.89,173.0
2815,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,20000,40000.0,2.0,0.03,Mylan (formerly Matrix) Nashik,Yes,17636.265,66.0,156.0
2816,SCMS,ASN,1406,Direct Drop,DDP,Ocean,Adult,other,Generic,30,12000,54120.0,4.51,0.15,"Aurobindo Unit III, India",Yes,0.0,116.68,196.0
2817,SCMS,ASN,237,Direct Drop,DDU,Air,Pediatric,other,other,60,270,12501.0,46.3,0.77,other,Yes,180.0,26.95,157.0
2818,SCMS,ASN,639,Direct Drop,EXW,Air,Pediatric,other,Generic,180,375,2561.25,6.83,0.03,"Aurobindo Unit III, India",Yes,2949.23,2.63,81.0
2819,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,1368,21995.87,16.08,0.54,"Cipla, Goa, India",Yes,0.0,27.21,29.0
2820,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,16300,181745.0,11.15,0.19,"Aurobindo Unit III, India",Yes,11648.31,356.22,146.0
2821,SCMS,ASN,1161,Direct Drop,EXW,Air,HIV+,other,other,20,3662,117184.0,32.0,1.09875,other,Yes,15794.47,193.35,130.0
2822,SCMS,ASN,1406,Direct Drop,DDP,Truck,Adult,other,Generic,30,7,99.53,14.22,0.47,"Aurobindo Unit III, India",No,0.0,0.1,243.0
2823,SCMS,ASN,688,Direct Drop,EXW,Air,Pediatric,other,Generic,180,464,858.4,1.85,0.01,"Aurobindo Unit III, India",Yes,1222.31,1.06,106.0
2824,SCMS,ASN,46,Direct Drop,EXW,Air,HIV+,other,other,20,35,1120.0,32.0,1.09875,other,Yes,646.81,1.85,163.0
2825,SCMS,ASN,688,Direct Drop,EXW,Air,Adult,other,Generic,60,24480,58752.0,2.4,0.04,"Aurobindo Unit III, India",Yes,17636.265,115.15,150.0
2826,SCMS,ASN,17,Direct Drop,EXW,Air,HIV+,other,other,100,81,6480.0,53.775000000000006,0.8,other,Yes,2190.78,8.02,88.0
